activity_uuid_product_uuid,activity_uuid,lca_act_name,lca_geo,lca_act_type,product_uuid,ecoinvent_prod
9bed5e2e-b5e0-5b8a-8024-7417bcac1835_9c563baa-b91f-4f34-a0c4-9303ffa71870,9bed5e2e-b5e0-5b8a-8024-7417bcac1835,"anchovy, capture by steel purse seiner and landing whole, fresh",row,ordinary transforming activity,9c563baa-b91f-4f34-a0c4-9303ffa71870,"landed anchovy, fresh"
9b68d155-e7e0-580a-b466-b2dccbd57f78_9cdb112b-0d90-4d76-9cec-412b0c67d8bb,9b68d155-e7e0-580a-b466-b2dccbd57f78,"treatment of waste polyurethane, open dump, very wet infiltration class (1000mm)",glo,ordinary transforming activity,9cdb112b-0d90-4d76-9cec-412b0c67d8bb,waste polyurethane
f19521d0-091e-5510-a290-e0acd2b5626f_e6c4c508-f95f-42e0-b0a7-78c703326f9c,f19521d0-091e-5510-a290-e0acd2b5626f,market for polymer foaming,glo,market activity,e6c4c508-f95f-42e0-b0a7-78c703326f9c,polymer foaming
7fca5361-bd2f-5bd7-8a89-d8a15d0067f1_0cc1fded-a4e2-4c97-8fef-227c2475f7f7,7fca5361-bd2f-5bd7-8a89-d8a15d0067f1,"bleaching, textile",row,ordinary transforming activity,0cc1fded-a4e2-4c97-8fef-227c2475f7f7,"bleaching, textile"
ceefa34a-397c-59de-ae93-e0555670e59e_71e2f1db-a2c5-44d0-8337-dfff15be974d,ceefa34a-397c-59de-ae93-e0555670e59e,"treatment of sewage sludge, 75% water, WWT, WW from pig iron production, sanitary landfill",europe without switzerland,ordinary transforming activity,71e2f1db-a2c5-44d0-8337-dfff15be974d,"heat, district or industrial, other than natural gas"
bd41d0c3-e026-5f06-910f-5bb0c80a42cc_f43c95e7-40e6-4ba9-9ab1-d1bc10d3fa79,bd41d0c3-e026-5f06-910f-5bb0c80a42cc,market for compost,glo,market activity,f43c95e7-40e6-4ba9-9ab1-d1bc10d3fa79,compost
a2bd3032-c1f3-505c-a5c1-080325957618_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,a2bd3032-c1f3-505c-a5c1-080325957618,"natural gas, high pressure, import from NG",row,ordinary transforming activity,a9007f10-7e39-4d50-8f4a-d6d03ce3d673,"natural gas, high pressure"
56ff5771-65ee-542f-a0b0-cad61dd0197d_c0d30387-3590-45d5-91a2-4fe5014b759d,56ff5771-65ee-542f-a0b0-cad61dd0197d,"drying of bread grain, seed and legumes",row,ordinary transforming activity,c0d30387-3590-45d5-91a2-4fe5014b759d,"drying of bread grain, seed and legumes"
52853753-4fa4-5dd4-af5f-6bcbb9fdd31f_805d6951-9567-4e1c-aa34-7a753567990e,52853753-4fa4-5dd4-af5f-6bcbb9fdd31f,"furnace production, wood chips, hardwood storage area, 1000kW",row,ordinary transforming activity,805d6951-9567-4e1c-aa34-7a753567990e,"furnace, wood chips, hardwood storage area, 1000kW"
87db3193-5c3f-5082-b87f-3b15b2ff7e3a_db14b1bf-6c5e-4db1-833e-6bf331874714,87db3193-5c3f-5082-b87f-3b15b2ff7e3a,"market for used double glazing, U<1.1W/m2K",glo,market activity,db14b1bf-6c5e-4db1-833e-6bf331874714,"used double glazing, U<1.1W/m2K"
03546fe3-231a-5187-9bf9-715847ee0a95_acb2a59b-ce48-43b9-8d27-31fbd5030e70,03546fe3-231a-5187-9bf9-715847ee0a95,"market for ferrochromium, high-carbon, 55% Cr",glo,market activity,acb2a59b-ce48-43b9-8d27-31fbd5030e70,"ferrochromium, high-carbon, 55% Cr"
0f760642-ab77-5618-a94f-1ee058278737_5f9b49ad-6aa8-42ee-8d55-af2982e9f0f8,0f760642-ab77-5618-a94f-1ee058278737,"electricity, high voltage, hydro, run-of-river, import from France, renewable energy products",ch,ordinary transforming activity,5f9b49ad-6aa8-42ee-8d55-af2982e9f0f8,"electricity, high voltage, renewable energy products"
81ceec4c-1861-58f2-b12a-d8cf2e8f7e8f_8ce2c556-d2fa-54e4-8fc5-994fffe18c5b,81ceec4c-1861-58f2-b12a-d8cf2e8f7e8f,market for urea ammonium nitrate mix,rer,market activity,8ce2c556-d2fa-54e4-8fc5-994fffe18c5b,urea ammonium nitrate mix
71ee5c79-5ebb-5cd6-abc4-dab170d5ed47_ec7efa0f-95a5-419f-8446-bb26f42afb68,71ee5c79-5ebb-5cd6-abc4-dab170d5ed47,chlorothalonil production,row,ordinary transforming activity,ec7efa0f-95a5-419f-8446-bb26f42afb68,chlorothalonil
3c9f21bb-634e-5e72-b8cf-cf47e96daaf7_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,3c9f21bb-634e-5e72-b8cf-cf47e96daaf7,"petroleum and gas production, onshore",de,ordinary transforming activity,a9007f10-7e39-4d50-8f4a-d6d03ce3d673,"natural gas, high pressure"
023ad034-21ce-56b0-b660-17e37bbbce20_fa57e518-c22b-4011-a20c-6a73bdf8c53a,023ad034-21ce-56b0-b660-17e37bbbce20,market for acrylonitrile,glo,market activity,fa57e518-c22b-4011-a20c-6a73bdf8c53a,acrylonitrile
26b4dc38-358f-566b-95ad-631940e38333_4da7438b-1508-4eb9-b58b-9e85fcf26801,26b4dc38-358f-566b-95ad-631940e38333,market for natural gas processing plant,glo,market activity,4da7438b-1508-4eb9-b58b-9e85fcf26801,natural gas processing plant
360fdbc3-d484-5ad2-a2f0-f432f450a42a_64cea105-f89a-4f95-ae44-84ff904a28fc,360fdbc3-d484-5ad2-a2f0-f432f450a42a,"limestone production, crushed, washed",ch,ordinary transforming activity,64cea105-f89a-4f95-ae44-84ff904a28fc,"limestone, crushed, washed"
45b7fe20-6f8c-553c-ae10-c1932c3fca87_0c826417-e870-4c43-95c4-b38ff2ff47d2,45b7fe20-6f8c-553c-ae10-c1932c3fca87,"excavation, hydraulic digger",rer,ordinary transforming activity,0c826417-e870-4c43-95c4-b38ff2ff47d2,"excavation, hydraulic digger"
e7662024-0b16-5058-99cb-f235f3c46a31_f1d341ae-3435-4f11-b13c-793634d849a4,e7662024-0b16-5058-99cb-f235f3c46a31,"miscanthus rhizome production, for planting",de,ordinary transforming activity,f1d341ae-3435-4f11-b13c-793634d849a4,"miscanthus, chopped"
48a826d6-cb4a-5e49-b2b9-652adca31be1_7d3727dc-44fe-4aa4-88cc-1f25c550e7d2,48a826d6-cb4a-5e49-b2b9-652adca31be1,"market for sawnwood, beam, hardwood, dried (u=10%), planed",ch,market activity,7d3727dc-44fe-4aa4-88cc-1f25c550e7d2,"sawnwood, beam, hardwood, dried (u=10%), planed"
ba18dc15-0900-5472-9255-3c8742a9a73f_cf539ec8-6301-40d6-8a44-1c84f861fa90,ba18dc15-0900-5472-9255-3c8742a9a73f,"market for heat, central or small-scale, biomethane",ch,market activity,cf539ec8-6301-40d6-8a44-1c84f861fa90,"heat, central or small-scale, biomethane"
73bc555a-570d-57cc-a783-e3eda43f7f6b_883d5a49-8277-4f45-bdfb-e960aeb7776d,73bc555a-570d-57cc-a783-e3eda43f7f6b,"market for window frame, poly vinyl chloride, U=1.6 W/m2K",glo,market activity,883d5a49-8277-4f45-bdfb-e960aeb7776d,"window frame, poly vinyl chloride, U=1.6 W/m2K"
9c67f2cb-8f78-53a9-8bff-60ea5c1ed2be_8b2dfb58-660d-44eb-b83f-5d9e28e467db,9c67f2cb-8f78-53a9-8bff-60ea5c1ed2be,"maize grain, feed to generic market for energy feed",row,ordinary transforming activity,8b2dfb58-660d-44eb-b83f-5d9e28e467db,"protein feed, 100% crude"
4cb329fc-faab-53ac-ad81-c482a5e86c69_2e31071f-bd8a-5a8c-99f7-bb2edcab5f30,4cb329fc-faab-53ac-ad81-c482a5e86c69,barium sulfide production,glo,ordinary transforming activity,2e31071f-bd8a-5a8c-99f7-bb2edcab5f30,barium sulfide
a1760306-9805-5f65-8982-4a14b681ca16_909a52d4-797a-4ee6-843b-59576d678e53,a1760306-9805-5f65-8982-4a14b681ca16,"market for used glider, electric scooter",glo,market activity,909a52d4-797a-4ee6-843b-59576d678e53,"used glider, electric scooter"
7c194d46-23ea-5731-8dd4-2da9f0451f45_5220eeec-91ed-43ee-99f0-3b29708705e2,7c194d46-23ea-5731-8dd4-2da9f0451f45,market for trifluoroacetic acid,row,market activity,5220eeec-91ed-43ee-99f0-3b29708705e2,trifluoroacetic acid
ff7e3192-326e-5387-8e8c-f4553fe58a1c_6f4bede8-f885-499c-8ac9-6832e35d9d16,ff7e3192-326e-5387-8e8c-f4553fe58a1c,ammonium sulfate production,row,ordinary transforming activity,6f4bede8-f885-499c-8ac9-6832e35d9d16,ammonium sulfate
516d9da0-9280-55bc-889b-999fe5913199_6c241831-a858-4ad1-a683-3971dd131fd3,516d9da0-9280-55bc-889b-999fe5913199,"gas turbine construction, 10MW electrical",rer,ordinary transforming activity,6c241831-a858-4ad1-a683-3971dd131fd3,"gas turbine, 10MW electrical"
6812c32c-f9c7-5460-a5ca-b2fb3ad8636f_c928ddd4-b01e-4360-aad2-b74116db5a5f,6812c32c-f9c7-5460-a5ca-b2fb3ad8636f,"market for bottom ash, MSWI[F]-WWT, WW from ceramic production",ch,market activity,c928ddd4-b01e-4360-aad2-b74116db5a5f,"bottom ash, MSWI[F]-WWT, WW from ceramic production"
be056c45-218f-5410-8a8b-c54e401489fb_f4e8b38b-d6c7-423b-bc9c-13b4a13d55f8,be056c45-218f-5410-8a8b-c54e401489fb,"market for transport, freight, lorry 16-32 metric ton, EURO5",row,market activity,f4e8b38b-d6c7-423b-bc9c-13b4a13d55f8,"transport, freight, lorry 16-32 metric ton, EURO5"
f747856d-0369-5e67-a147-a5c2b84deabe_151b224c-4c4c-405c-bef5-bc7136084e39,f747856d-0369-5e67-a147-a5c2b84deabe,"controller production, for electric scooter",glo,ordinary transforming activity,151b224c-4c4c-405c-bef5-bc7136084e39,"controller, for electric scooter"
14f02480-3e11-5bce-bfce-daf0fbf2f661_f456aceb-2c05-484d-afde-180ef35c0eec,14f02480-3e11-5bce-bfce-daf0fbf2f661,"market for gas power plant, 300MW electrical",glo,market activity,f456aceb-2c05-484d-afde-180ef35c0eec,"gas power plant, 300MW electrical"
d2789d95-61a5-55ee-bc24-93704407ae29_b0ef6814-0419-4d44-b9da-ff2de672a064,d2789d95-61a5-55ee-bc24-93704407ae29,tram track construction,row,ordinary transforming activity,b0ef6814-0419-4d44-b9da-ff2de672a064,tram track
0707b55a-0e61-5323-a8b6-8972506cbeb6_fbe07a5f-bda0-4ac9-9d75-93bd5bd3f9d8,0707b55a-0e61-5323-a8b6-8972506cbeb6,"flexible duct production, aluminium/PET, DN of 125",rer,ordinary transforming activity,fbe07a5f-bda0-4ac9-9d75-93bd5bd3f9d8,"flexible duct, aluminium/PET, DN of 125"
1cb815b1-005f-5f82-9370-f41bd5466262_cf11031f-462b-48ce-857b-f36ed83e0095,1cb815b1-005f-5f82-9370-f41bd5466262,"printed wiring board production, for through-hole mounting, Pb free surface",glo,ordinary transforming activity,cf11031f-462b-48ce-857b-f36ed83e0095,"printed wiring board, for through-hole mounting, Pb free surface"
b91f254b-514f-5062-9518-50e3afdc5357_8b2dfb58-660d-44eb-b83f-5d9e28e467db,b91f254b-514f-5062-9518-50e3afdc5357,cottonseed meal to generic market for protein feed,glo,ordinary transforming activity,8b2dfb58-660d-44eb-b83f-5d9e28e467db,"protein feed, 100% crude"
66399bcb-3c55-55c7-a2ae-ce2cafae4a8e_acbdd8f0-1d54-43c1-8b3c-f130160ebc08,66399bcb-3c55-55c7-a2ae-ce2cafae4a8e,mulching,ch,ordinary transforming activity,acbdd8f0-1d54-43c1-8b3c-f130160ebc08,mulching
7b689ef4-fc2f-506e-92d1-f527efabc2de_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,7b689ef4-fc2f-506e-92d1-f527efabc2de,"softwood forestry, mixed species, sustainable forest management",ch,ordinary transforming activity,1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,"cleft timber, measured as dry mass"
773c3bb6-ddfd-5c2e-90a1-e369e9f2882c_ca8ec222-fdaa-4c97-849e-130f1256593f,773c3bb6-ddfd-5c2e-90a1-e369e9f2882c,"market for used lorry, 16 metric ton",glo,market activity,ca8ec222-fdaa-4c97-849e-130f1256593f,"used lorry, 16 metric ton"
a8735e22-ea80-5bd0-8d84-d2d288fa98e8_2540e7b1-583b-49c3-a53f-db748f92f730,a8735e22-ea80-5bd0-8d84-d2d288fa98e8,"sulfate pulp production, from hardwood, bleached",rer,ordinary transforming activity,2540e7b1-583b-49c3-a53f-db748f92f730,"sulfate pulp, bleached"
1921735f-3ff7-5207-822a-c82e35dcb076_749ae6bc-cd22-4620-804f-148b96989e36,1921735f-3ff7-5207-822a-c82e35dcb076,"market for sewage sludge, 97% water, WWT, WW from hard fibreboard production",row,market activity,749ae6bc-cd22-4620-804f-148b96989e36,"sewage sludge, 97% water, WWT, WW from hard fibreboard production"
54541dbb-6936-58e1-a17d-e10dcfc3e6b7_d98efea6-b076-4cb6-893a-17f54893be5a,54541dbb-6936-58e1-a17d-e10dcfc3e6b7,"market for insulation spiral-seam duct, rockwool, DN 400, 30 mm",glo,market activity,d98efea6-b076-4cb6-893a-17f54893be5a,"insulation spiral-seam duct, rockwool, DN 400, 30 mm"
3e834de9-c7d5-5e18-a378-a38c03732e99_7f4e26b4-bf6a-4e94-bf7d-32c1ebb9f203,3e834de9-c7d5-5e18-a378-a38c03732e99,"dried roughage store construction, air dried, solar",row,ordinary transforming activity,7f4e26b4-bf6a-4e94-bf7d-32c1ebb9f203,"dried roughage store, air dried, solar"
cd01ed50-7642-55f6-892e-7c599ee69b3f_3ce2f7c0-30bf-48f3-8e31-d9deeb08cb05,cd01ed50-7642-55f6-892e-7c599ee69b3f,market for aluminium casting facility,glo,market activity,3ce2f7c0-30bf-48f3-8e31-d9deeb08cb05,aluminium casting facility
21d376f9-f341-5f61-b8cf-1eff31a7b9e6_5b808359-1aed-4a46-aba5-993226763791,21d376f9-f341-5f61-b8cf-1eff31a7b9e6,dimethyl sulfate production,rer,ordinary transforming activity,5b808359-1aed-4a46-aba5-993226763791,dimethyl sulfate
e0001cab-2598-51ee-9cb4-a6b2187c5b17_f8546b9e-d490-4fd7-9640-98be61866bce,e0001cab-2598-51ee-9cb4-a6b2187c5b17,"ethoxylated alcohol (AE11) production, palm oil",row,ordinary transforming activity,f8546b9e-d490-4fd7-9640-98be61866bce,ethoxylated alcohol (AE11)
ab940b57-7061-5d56-bfdf-1c65affbd618_239ebf12-7803-4577-8178-b63b249845da,ab940b57-7061-5d56-bfdf-1c65affbd618,"thermoforming, with calendering",rer,ordinary transforming activity,239ebf12-7803-4577-8178-b63b249845da,"thermoforming, with calendering"
04ad23f8-5301-549c-ae94-50707ea03505_895b9704-1eef-4395-a880-cb5ca0001bba,04ad23f8-5301-549c-ae94-50707ea03505,natural gas liquids production,glo,ordinary transforming activity,895b9704-1eef-4395-a880-cb5ca0001bba,natural gas liquids
262cc9a5-12ef-529b-ada1-ad2084469bb7_b7667b06-c667-481c-8718-bfbdfcd20d94,262cc9a5-12ef-529b-ada1-ad2084469bb7,market for scrap tin sheet,row,market activity,b7667b06-c667-481c-8718-bfbdfcd20d94,scrap tin sheet
2330b145-80d1-51a3-8321-942b06e35256_71d505f8-8f08-41c4-be5c-0f3344c5adc7,2330b145-80d1-51a3-8321-942b06e35256,lignite briquettes factory construction,rer,ordinary transforming activity,71d505f8-8f08-41c4-be5c-0f3344c5adc7,lignite briquettes factory
38f7a21a-1895-5556-9689-7d358f0662dc_4d99bc33-b641-4573-ada2-12a788afbbd5,38f7a21a-1895-5556-9689-7d358f0662dc,"market for sawnwood, beam, softwood, raw, dried (u=10%)",europe without switzerland,market activity,4d99bc33-b641-4573-ada2-12a788afbbd5,"sawnwood, beam, softwood, raw, dried (u=10%)"
fccc44a0-6c98-5d40-9239-565513eecb3d_11abe8cc-f8e7-4747-a8b5-9b0b644c169b,fccc44a0-6c98-5d40-9239-565513eecb3d,market for silky fibre,glo,market activity,11abe8cc-f8e7-4747-a8b5-9b0b644c169b,silky fibre
8b3149ad-4a4a-5e2b-a275-98b56092c65b_66c93e71-f32b-4591-901c-55395db5c132,8b3149ad-4a4a-5e2b-a275-98b56092c65b,"market for electricity, high voltage",ch,market activity,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
2e351526-fc8a-5c4e-ad77-1c9ff8cd86f9_777bc26c-02e7-441e-a487-e4d4a87dae49,2e351526-fc8a-5c4e-ad77-1c9ff8cd86f9,"treatment of waste emulsion paint, inert material landfill",europe without switzerland,ordinary transforming activity,777bc26c-02e7-441e-a487-e4d4a87dae49,waste emulsion paint
665b551f-9768-5c37-80f2-901538e3d1ef_625e0d1c-b245-410c-83bd-74e6b81cf7df,665b551f-9768-5c37-80f2-901538e3d1ef,"market for sewage sludge, 70% water, WWT, WW from plywood production",ch,market activity,625e0d1c-b245-410c-83bd-74e6b81cf7df,"sewage sludge, 70% water, WWT, WW from plywood production"
77931534-767e-5f57-af73-514d250ace39_1e58575c-5c0b-4ddd-86e5-3946aec16da4,77931534-767e-5f57-af73-514d250ace39,"nuclear waste storage construction, interim, for low level radioactive waste before final repository",row,ordinary transforming activity,1e58575c-5c0b-4ddd-86e5-3946aec16da4,"nuclear waste storage, interim, for low level radioactive waste before final repository"
7df3fbf3-e8cd-5c88-831b-9797342cf94d_93489043-5b66-476f-ac88-ad72054f9154,7df3fbf3-e8cd-5c88-831b-9797342cf94d,"generator production, 200kW electrical",rer,ordinary transforming activity,93489043-5b66-476f-ac88-ad72054f9154,"generator, 200kW electrical"
0dea01df-3b99-520d-8ba6-488b57c3c009_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,0dea01df-3b99-520d-8ba6-488b57c3c009,"heat production, mixed logs, at furnace 100kW, state-of-the-art 2014",row,ordinary transforming activity,dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,"heat, central or small-scale, other than natural gas"
1b46697e-c812-5d45-bad0-c60208008c5e_ff36e6af-aa19-4944-8040-181006c9c335,1b46697e-c812-5d45-bad0-c60208008c5e,market for polyester-complexed starch biopolymer,glo,market activity,ff36e6af-aa19-4944-8040-181006c9c335,polyester-complexed starch biopolymer
a437a227-db08-55ff-8f3a-8a113dd6892a_8d125c13-3754-415f-95e6-ec7609eb5c25,a437a227-db08-55ff-8f3a-8a113dd6892a,"deinking emulsion production, in paper production",rer,ordinary transforming activity,8d125c13-3754-415f-95e6-ec7609eb5c25,"deinking emulsion, in paper production"
1d76889b-0d37-55a1-b2c4-d010b17d4ef8_5b975ec7-3bbe-46a1-88a0-d475a87a6eab,1d76889b-0d37-55a1-b2c4-d010b17d4ef8,"treatment of brake wear emissions, passenger car",row,ordinary transforming activity,5b975ec7-3bbe-46a1-88a0-d475a87a6eab,"brake wear emissions, passenger car"
e4d72dae-2938-5412-a422-9ea625f10b29_e33624fc-eb2d-41c3-9826-4b879573b686,e4d72dae-2938-5412-a422-9ea625f10b29,"treatment of spent activated carbon with mercury, underground deposit",row,ordinary transforming activity,e33624fc-eb2d-41c3-9826-4b879573b686,spent activated carbon with mercury
ad3c43e2-619f-5a61-a573-10692ceed60d_6dbeade5-eb8e-5666-b681-f479757cfd86,ad3c43e2-619f-5a61-a573-10692ceed60d,"treatment of sewage sludge, 97% water, WWT, WW from soft fibreboard production, landfarming",row,ordinary transforming activity,6dbeade5-eb8e-5666-b681-f479757cfd86,"organic phosphorus fertiliser, as P2O5"
90c6c057-94d7-5bc4-a4b9-849f60f19011_5806d08f-343d-42a0-a2c8-185b7cad5830,90c6c057-94d7-5bc4-a4b9-849f60f19011,"polystyrene foam slab production, 100% recycled",row,ordinary transforming activity,5806d08f-343d-42a0-a2c8-185b7cad5830,polystyrene foam slab
4c3367ae-62ea-57d5-b32d-fee4bc6e268f_76ab0018-e176-43e0-b42c-12e82b937fef,4c3367ae-62ea-57d5-b32d-fee4bc6e268f,"concrete production, 30MPa, exposure classes XC3/XD2/XF1/XA1, with cement, unspecified",at,ordinary transforming activity,76ab0018-e176-43e0-b42c-12e82b937fef,hard coal ash
d0fe802b-4383-5557-8aed-86a29180e5d3_66c93e71-f32b-4591-901c-55395db5c132,d0fe802b-4383-5557-8aed-86a29180e5d3,"heat and power co-generation, natural gas, conventional power plant, 100MW electrical",row,ordinary transforming activity,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
b5d123cf-c940-50c8-aff7-d39786c97a75_80c1687a-d027-48da-b3d1-7181dd58beed,b5d123cf-c940-50c8-aff7-d39786c97a75,"heat and power co-generation unit construction, 6400kW thermal, common components for heat+electricity",row,ordinary transforming activity,80c1687a-d027-48da-b3d1-7181dd58beed,"heat and power co-generation unit, 6400kW thermal, common components for heat+electricity"
34ed1a9d-3ede-5eb8-9ffc-8caa41210cbc_dae141a8-7daa-4f03-a649-b85b718ac65b,34ed1a9d-3ede-5eb8-9ffc-8caa41210cbc,"treatment of waste glass, unsanitary landfill, hyperarid infiltration class (-250mm)",glo,ordinary transforming activity,dae141a8-7daa-4f03-a649-b85b718ac65b,waste glass
c153d7d5-c09f-53ed-b577-bcc474b4e8df_6dbeade5-eb8e-5666-b681-f479757cfd86,c153d7d5-c09f-53ed-b577-bcc474b4e8df,"nutrient supply from ash, from combustion of bagasse from sugarcane",glo,ordinary transforming activity,6dbeade5-eb8e-5666-b681-f479757cfd86,"organic phosphorus fertiliser, as P2O5"
e8622c40-91c0-5f55-aef9-c7ce391a942c_12b2f717-a83f-4848-91c5-9f081b030ae5,e8622c40-91c0-5f55-aef9-c7ce391a942c,market for diethanolamine,glo,market activity,12b2f717-a83f-4848-91c5-9f081b030ae5,diethanolamine
51b4d46a-fdaa-533c-b52e-44492887fa9d_f8257971-f691-4192-a882-9b923df961d8,51b4d46a-fdaa-533c-b52e-44492887fa9d,"polymethyl methacrylate production, sheet",row,ordinary transforming activity,f8257971-f691-4192-a882-9b923df961d8,"polymethyl methacrylate, sheet"
4514ae99-a894-595a-9326-0a02a254188f_2d68cff7-c436-4c1b-8253-4260fd7330a8,4514ae99-a894-595a-9326-0a02a254188f,"market for waste packaging glass, unsorted",glo,market activity,2d68cff7-c436-4c1b-8253-4260fd7330a8,"waste packaging glass, unsorted"
71334cdb-6c33-5a66-a7e3-8e44a08f15fe_e8ce7dac-b45a-4dd3-b978-3a4bcb1152f4,71334cdb-6c33-5a66-a7e3-8e44a08f15fe,"market for aluminium removed by milling, dressing",glo,market activity,e8ce7dac-b45a-4dd3-b978-3a4bcb1152f4,"aluminium removed by milling, dressing"
357475ca-b98a-5fe8-8e4a-71eb609169aa_49719318-578e-40fe-b359-0780c8df9221,357475ca-b98a-5fe8-8e4a-71eb609169aa,"milk production, from cow",row,ordinary transforming activity,49719318-578e-40fe-b359-0780c8df9221,"cattle for slaughtering, live weight"
36e1d4d1-9678-5a45-a6ed-69d025214b94_5fb6a985-faa0-44cc-b183-f0b549833357,36e1d4d1-9678-5a45-a6ed-69d025214b94,"treatment of waste wire plastic, municipal incineration",row,ordinary transforming activity,5fb6a985-faa0-44cc-b183-f0b549833357,waste wire plastic
a493938e-20fd-5447-8a29-b4520be8bcc2_f66148b9-e37e-45be-b8ff-93830bc7bef0,a493938e-20fd-5447-8a29-b4520be8bcc2,"thermal energy storage construction, for adiabatic compressed air energy storage",glo,ordinary transforming activity,f66148b9-e37e-45be-b8ff-93830bc7bef0,"thermal energy storage, for adiabatic compressed air energy storage"
76b9226b-3fae-5c1d-b009-3ec3a2f81e1c_9d447e1a-a41a-43ac-b374-d0fc6dcb61df,76b9226b-3fae-5c1d-b009-3ec3a2f81e1c,market for liquefied petroleum gas,row,market activity,9d447e1a-a41a-43ac-b374-d0fc6dcb61df,liquefied petroleum gas
0cd13f41-887e-5e36-8df6-bd1d5d3d6d26_0f2ea065-f26c-4356-a261-39ef2799aea4,0cd13f41-887e-5e36-8df6-bd1d5d3d6d26,"ventilation system production, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger",row,ordinary transforming activity,0f2ea065-f26c-4356-a261-39ef2799aea4,"ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger"
77c61ba4-3c54-5da8-b767-77d24f432310_0083557d-e51d-4a48-9de8-4a57be6b1fa5,77c61ba4-3c54-5da8-b767-77d24f432310,"board, softwood, raw, kiln drying to u=20%",europe without switzerland,ordinary transforming activity,0083557d-e51d-4a48-9de8-4a57be6b1fa5,"sawnwood, board, softwood, raw, dried (u=20%)"
bad7b825-867f-5ccf-9509-07b519b581d7_e580a34c-42e2-460d-ac2e-a49bcf0583f2,bad7b825-867f-5ccf-9509-07b519b581d7,olive production,row,ordinary transforming activity,e580a34c-42e2-460d-ac2e-a49bcf0583f2,olive
86ba4d51-3747-5161-9e8a-3c80de767499_b9d163af-230d-4a54-a9e0-27f894dc8c2a,86ba4d51-3747-5161-9e8a-3c80de767499,market for acrylic acid,rer,market activity,b9d163af-230d-4a54-a9e0-27f894dc8c2a,acrylic acid
be5837ee-967b-5fd7-a187-5da1b1350412_b14d767b-e563-4b91-9ddd-d78089c32e89,be5837ee-967b-5fd7-a187-5da1b1350412,"market for gallium, in Bayer liquor from aluminium production",glo,market activity,b14d767b-e563-4b91-9ddd-d78089c32e89,"gallium, in Bayer liquor from aluminium production"
142fdecc-8dd0-5533-9db6-bc0eec8689ab_96c12a4d-4984-4a17-a5c3-a5efa961e4bc,142fdecc-8dd0-5533-9db6-bc0eec8689ab,"chromium steel drilling, computer numerical controlled",row,ordinary transforming activity,96c12a4d-4984-4a17-a5c3-a5efa961e4bc,"chromium steel removed by drilling, computer numerical controlled"
8bcd3462-4662-5053-ad72-d7492e769832_4e201acc-5c4e-4de3-a78e-b87460ed0eed,8bcd3462-4662-5053-ad72-d7492e769832,"market for used door, inner, wood",glo,market activity,4e201acc-5c4e-4de3-a78e-b87460ed0eed,"used door, inner, wood"
56b9afba-fecd-5b03-bddd-c37b6078f4b5_88afd721-07ec-4910-a004-fa3fecb6bf70,56b9afba-fecd-5b03-bddd-c37b6078f4b5,clinker production,ch,ordinary transforming activity,88afd721-07ec-4910-a004-fa3fecb6bf70,"waste plastic, mixture"
fd7ebd89-284d-5689-b367-d0644e627a4b_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,fd7ebd89-284d-5689-b367-d0644e627a4b,"natural gas, high pressure, import from MY",glo,ordinary transforming activity,a9007f10-7e39-4d50-8f4a-d6d03ce3d673,"natural gas, high pressure"
1e092298-4ca3-50ad-ae55-32ba58f45414_7cb00a21-30f1-4f9f-b2e4-48ee9170c8d1,1e092298-4ca3-50ad-ae55-32ba58f45414,"catch crop growing, sunflower, August-October, organic fertiliser 20 kg N",row,ordinary transforming activity,7cb00a21-30f1-4f9f-b2e4-48ee9170c8d1,sunflower silage
3bddf612-18bd-57a7-ac45-24a3f2e14072_d0123246-cb50-447f-8df1-74e1119a2114,3bddf612-18bd-57a7-ac45-24a3f2e14072,"uranium production, centrifuge, enriched 3.8%",nl,ordinary transforming activity,d0123246-cb50-447f-8df1-74e1119a2114,"uranium, enriched 3.8%, per separative work unit"
e5987a4e-267c-544a-af62-79397a65f2fd_01748c69-a881-414d-a0e7-b74aea686ed0,e5987a4e-267c-544a-af62-79397a65f2fd,"market for palm date, conditioned and dried, organic",glo,market activity,01748c69-a881-414d-a0e7-b74aea686ed0,"palm date, conditioned and dried, organic"
f3673fcf-68fd-586d-b9d5-734177f49b54_0e2551ac-9a5e-4883-96a1-52f1e5a4d556,f3673fcf-68fd-586d-b9d5-734177f49b54,"gallium production, semiconductor-grade",glo,ordinary transforming activity,0e2551ac-9a5e-4883-96a1-52f1e5a4d556,"gallium, semiconductor-grade"
