Activity UUID_Product UUID,Activity Name,Geography,Reference Product Name,lca_geo
f20539dd-0f4a-5b98-9547-fc0841bd7b18_4bf60736-bc87-4e3d-8d34-ea8bcc46f551,soy-based resin production,RoW,"polyester resin, unsaturated",row
2b60d0cd-4919-5338-b6bd-e235fb920e3b_8b2dfb58-660d-44eb-b83f-5d9e28e467db,soybean beverage production,RoW,"protein feed, 100% crude",row
2b60d0cd-4919-5338-b6bd-e235fb920e3b_5ee7638a-fd4c-4290-a7eb-8fb7821d891e,soybean beverage production,RoW,soybean beverage,row
0d5219ef-dedb-54f8-86b6-5609d9a81c74_22cdac63-419a-4980-ad99-5c0caff0a614,soybean meal and crude oil production,RoW,soybean meal,row
0d5219ef-dedb-54f8-86b6-5609d9a81c74_a139bc38-bdfb-471d-8a42-97bc8939ee82,soybean meal and crude oil production,RoW,"soybean oil, crude",row
6646daee-b079-5de3-a456-018d5eba540c_22cdac63-419a-4980-ad99-5c0caff0a614,soybean meal and crude oil production,RER,soybean meal,rer
6646daee-b079-5de3-a456-018d5eba540c_a139bc38-bdfb-471d-8a42-97bc8939ee82,soybean meal and crude oil production,RER,"soybean oil, crude",rer
0250d868-4768-5310-991b-6a7ef6e76508_8b2dfb58-660d-44eb-b83f-5d9e28e467db,"soybean meal and crude oil production, mechanical extraction",RoW,"protein feed, 100% crude",row
0250d868-4768-5310-991b-6a7ef6e76508_22cdac63-419a-4980-ad99-5c0caff0a614,"soybean meal and crude oil production, mechanical extraction",RoW,soybean meal,row
0250d868-4768-5310-991b-6a7ef6e76508_a139bc38-bdfb-471d-8a42-97bc8939ee82,"soybean meal and crude oil production, mechanical extraction",RoW,"soybean oil, crude",row
4db8f3fe-6f47-52dd-9ee0-6fb51d97a518_7cb72345-4338-4f2d-830f-65bba3530fdb,soybean meal to generic market for protein feed,GLO,"energy feed, gross",glo
4db8f3fe-6f47-52dd-9ee0-6fb51d97a518_8b2dfb58-660d-44eb-b83f-5d9e28e467db,soybean meal to generic market for protein feed,GLO,"protein feed, 100% crude",glo
50f033d7-c0ba-5532-9d63-e9de4dd4dd26_3372cdea-bef5-4186-9ae6-b67a016aa67d,soybean oil refinery operation,RoW,soap,row
50f033d7-c0ba-5532-9d63-e9de4dd4dd26_866c37d6-052b-44d7-bb65-d9eb4e96191d,soybean oil refinery operation,RoW,"soybean oil, refined",row
4e05f173-f570-593a-a6e0-32489c579beb_3372cdea-bef5-4186-9ae6-b67a016aa67d,soybean oil refinery operation,RER,soap,rer
4e05f173-f570-593a-a6e0-32489c579beb_866c37d6-052b-44d7-bb65-d9eb4e96191d,soybean oil refinery operation,RER,"soybean oil, refined",rer
633af015-1df7-5cb7-8cc4-3ead93a9a1c6_d2184fe3-da8e-40d0-a15e-f35bc3624d26,"soybean oil, refined, to generic market for vegetable oil, refined",GLO,"vegetable oil, refined",glo
9d107841-af0e-5dd7-b883-8af48945d33e_deb4f70c-bf2a-4cd3-bc3b-c71af8820da3,soybean production,CH,soybean,ch
c9282d65-61a2-5093-85b4-d7e2a4149653_deb4f70c-bf2a-4cd3-bc3b-c71af8820da3,soybean production,RoW,soybean,row
07f07bde-7589-572f-8300-0e5bb9bda8cf_f9d0ebe8-3cdc-472a-93bf-57aa52a10421,"soybean production, Swiss integrated production, intensive",CH,"soybean, Swiss integrated production",ch
4855eb2e-003b-55e1-aaae-451ee44ad3de_addf8f7a-3cac-4200-9f07-4da911f307ee,"soybean production, organic",CH,"soybean, organic",ch
266b578a-e13f-5ec3-8691-914a2ec5ac10_addf8f7a-3cac-4200-9f07-4da911f307ee,"soybean production, organic",RoW,"soybean, organic",row
6b0f040c-71df-5028-9b95-215f03283210_d3debd6d-2e09-4291-accc-f2dfd748aee9,"soybean seed production, for sowing",CH,"soybean seed, for sowing",ch
5718e2ed-f677-5c07-81af-a74528546d11_d3debd6d-2e09-4291-accc-f2dfd748aee9,"soybean seed production, for sowing",RoW,"soybean seed, for sowing",row
6460d087-ccfb-58aa-b0aa-b38b1ae76ac6_42785907-2fa1-4895-a060-ea6fb826c5c9,"soybean seed production, organic, for sowing",CH,"soybean seed, organic, for sowing",ch
2b968714-8904-5d81-99f9-5475158bc943_42785907-2fa1-4895-a060-ea6fb826c5c9,"soybean seed production, organic, for sowing",RoW,"soybean seed, organic, for sowing",row
a6eac40c-f41d-5c22-9607-8d78c5760be5_4f3726cc-4fdd-4511-8122-9c6c264ae12c,"soybean, feed production",RoW,"soybean, feed",row
48d1f76d-97bd-5371-ad6e-1b91b07d7202_a1397712-3d0c-4154-b563-7b2fddfa27f9,"spent activated carbon, granular, Recycled Content cut-off",GLO,"spent activated carbon, granular",glo
0b11365c-fb28-5e42-8f6a-7fc186a68c11_564fbf47-961b-4d9b-b338-7bd5ec6518bf,"spent automobile catalyst, Recycled Content cut-off",GLO,spent automobile catalyst,glo
ed9f88cf-9491-5bca-b323-19d60e1d6ca1_a47ddfcf-af07-4c1a-9914-1e30c941cd19,spinach production,GLO,spinach,glo
48e01f1a-5012-54bd-a085-2434b0c9b8ce_f18ec5cb-751d-4d1b-8699-7130c830c577,"spiral-seam duct production, steel, DN 125",RoW,"spiral-seam duct, steel, DN 125",row
c10db994-107c-5c68-8c8a-1f893616dc8c_f18ec5cb-751d-4d1b-8699-7130c830c577,"spiral-seam duct production, steel, DN 125",RER,"spiral-seam duct, steel, DN 125",rer
453059b9-1212-5451-bcb7-47278beea337_7d7595a5-2e53-41d6-a5c8-98523945c0b3,"spiral-seam duct production, steel, DN 400",RoW,"spiral-seam duct, steel, DN 400",row
1d29717e-7afb-5a46-b877-7d1bcae72506_7d7595a5-2e53-41d6-a5c8-98523945c0b3,"spiral-seam duct production, steel, DN 400",RER,"spiral-seam duct, steel, DN 400",rer
1fde545d-be63-5a37-9a63-ec71bd45590f_dde6fe33-8b8e-419e-b797-a3977e781a4a,spodumene production,RoW,spodumene,row
05edf15a-dd9d-525c-9394-259c56f8b9f1_6300d56d-9a47-462c-8171-dd53f3f7bb8b,"sputtering target production, sintered, indium tin oxide",RoW,"sputtering target, sintered, indium tin oxide",row
58380d1a-8313-512a-9de9-369b49eec911_6300d56d-9a47-462c-8171-dd53f3f7bb8b,"sputtering target production, sintered, indium tin oxide",RER,"sputtering target, sintered, indium tin oxide",rer
345b7332-715c-5e8a-adc2-899cbc705026_c59a5976-9a34-40b7-8874-f62b300c21e8,"sputtering, indium tin oxide, for liquid crystal display",RoW,"sputtering, indium tin oxide, for liquid crystal display",row
5f75166b-1e3f-57b5-b2c0-022d837e1724_c59a5976-9a34-40b7-8874-f62b300c21e8,"sputtering, indium tin oxide, for liquid crystal display",RER,"sputtering, indium tin oxide, for liquid crystal display",rer
7f2a2148-3f49-538e-94c4-e6e2913689a7_c4f7fc5e-1e0a-4ced-b431-76c8c539d95e,"start-up, heat and power co-generation unit, 160kW electrical",RoW,"start-up, heat and power co-generation unit, 160kW electrical",row
f3d073a6-d01e-5757-94de-0676b421ea35_c4f7fc5e-1e0a-4ced-b431-76c8c539d95e,"start-up, heat and power co-generation unit, 160kW electrical",RER,"start-up, heat and power co-generation unit, 160kW electrical",rer
26c26255-04aa-5baf-b1e2-4342a17644fa_e32f8491-2435-4bbf-90c3-a762ce33e153,"steam generation system construction, solar tower power plant, 20 MW",RoW,"steam generation system, solar tower power plant, 20 MW",row
49113b3c-9ead-523b-ba4d-90cf3ba70383_63ead738-2005-498c-8359-7f65c134a1a4,"steam production, as energy carrier, in chemical industry",RoW,"heat, from steam, in chemical industry",row
87b4715f-911c-5991-af66-602b580f26e5_63ead738-2005-498c-8359-7f65c134a1a4,"steam production, as energy carrier, in chemical industry",RER,"heat, from steam, in chemical industry",rer
d1356b62-1736-5973-ac99-c0effc14f70c_bd20be8e-9b7a-4391-980f-4ecf8f2867be,"steam production, in chemical industry",RoW,"steam, in chemical industry",row
ea4b82c2-95ed-5cda-b04f-7840390a123f_bd20be8e-9b7a-4391-980f-4ecf8f2867be,"steam production, in chemical industry",RER,"steam, in chemical industry",rer
55cdf198-4349-5b0d-ab57-ad74fa4051d3_3d3268fa-3c9e-43e0-be88-3dfd53718719,stearic acid production,GLO,glycerine,glo
55cdf198-4349-5b0d-ab57-ad74fa4051d3_b9516ad1-d0ab-5e5d-9be4-2efe48bb8444,stearic acid production,GLO,stearic acid,glo
2e2ffbe7-b65b-5425-8f78-cffdf96afd0b_cb95c7af-1829-4783-87a9-7c7d2b7d9765,steatite quarry operation,RoW,steatite,row
525b5f79-6b00-5cd4-8457-89a4e38fa54d_220a83de-4afd-41d6-b9cf-58c839614e5b,"steel drilling, computer numerical controlled",RoW,"steel removed by drilling, computer numerical controlled",row
057172af-2f23-5015-a82d-23eadd5eae14_220a83de-4afd-41d6-b9cf-58c839614e5b,"steel drilling, computer numerical controlled",RER,"steel removed by drilling, computer numerical controlled",rer
9a628104-b2a7-5819-a6ba-285e23bf6e74_20ad63da-2f25-4737-8241-580ef0f1fd96,"steel drilling, conventional",RoW,"steel removed by drilling, conventional",row
a6ab7479-8d9e-5a71-aa97-dfa50463360e_20ad63da-2f25-4737-8241-580ef0f1fd96,"steel drilling, conventional",RER,"steel removed by drilling, conventional",rer
23be3542-6c13-5ebb-b8ae-1a1816ac0844_d8649ed8-daa1-43e2-976b-aa0e15f5680d,"steel milling, average",RoW,"steel removed by milling, average",row
82f50d5e-9270-57f1-8a3f-fe487e1f5409_d8649ed8-daa1-43e2-976b-aa0e15f5680d,"steel milling, average",RER,"steel removed by milling, average",rer
50a12303-d292-5a9f-a825-6460147f2152_2c05646d-138c-4d6c-a33d-99b8e6194328,"steel milling, dressing",RoW,"steel removed by milling, dressing",row
a89319f0-f392-5a50-b494-b6fc7a00175d_2c05646d-138c-4d6c-a33d-99b8e6194328,"steel milling, dressing",RER,"steel removed by milling, dressing",rer
55084d09-a34d-5ae9-9c12-bbda45b10ca4_925337ba-f57d-4ada-8ef3-41c16179f413,"steel milling, large parts",RoW,"steel removed by milling, large parts",row
6e9ed2bc-e49a-53d0-a59e-8757e32586f5_925337ba-f57d-4ada-8ef3-41c16179f413,"steel milling, large parts",RER,"steel removed by milling, large parts",rer
d78b1f94-a0e1-5bc9-b279-3779d27566dd_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,"steel milling, small parts",RoW,"steel removed by milling, small parts",row
79a64ede-e7b4-595f-9b79-6d42df030615_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,"steel milling, small parts",RER,"steel removed by milling, small parts",rer
49381327-8be3-58a0-bd20-00eeeddae263_c5246dbb-0abd-4bee-8dda-d52a1b202322,"steel production, chromium steel 18/8, hot rolled",RoW,"steel, chromium steel 18/8, hot rolled",row
3509118c-c288-5350-8d9d-dfe576c8994a_c5246dbb-0abd-4bee-8dda-d52a1b202322,"steel production, chromium steel 18/8, hot rolled",RER,"steel, chromium steel 18/8, hot rolled",rer
532d2c51-947b-5c58-925f-f223112874c0_817c3650-4fed-4ef2-b9b6-404a198834e6,"steel production, converter, low-alloyed",RoW,"steel, low-alloyed",row
61ae752c-d071-5d13-9b79-3ea5146732ff_817c3650-4fed-4ef2-b9b6-404a198834e6,"steel production, converter, low-alloyed",RER,"steel, low-alloyed",rer
d77c70a7-fdc4-55d0-88c7-68de83d71270_a2fd8c95-f2db-436a-9f24-f33b17f7975b,"steel production, converter, unalloyed",RoW,"steel, unalloyed",row
a4ca7877-35f6-5b2a-b82c-e8daf08ce930_a2fd8c95-f2db-436a-9f24-f33b17f7975b,"steel production, converter, unalloyed",RER,"steel, unalloyed",rer
17a52107-d25f-5f54-9283-e592ce32d053_c33b5236-001e-49b5-aa3d-810c0214f9ce,"steel production, electric, chromium steel 18/8",RoW,"steel, chromium steel 18/8",row
db45e4cd-bd7f-581f-b195-999a3f16fc20_c33b5236-001e-49b5-aa3d-810c0214f9ce,"steel production, electric, chromium steel 18/8",RER,"steel, chromium steel 18/8",rer
b6cdfc09-eb2c-5606-858e-30f4d6833f00_71e2f1db-a2c5-44d0-8337-dfff15be974d,"steel production, electric, low-alloyed",AT,"heat, district or industrial, other than natural gas",at
b6cdfc09-eb2c-5606-858e-30f4d6833f00_817c3650-4fed-4ef2-b9b6-404a198834e6,"steel production, electric, low-alloyed",AT,"steel, low-alloyed",at
bb2f2e83-ca7f-5962-825e-d1c013c39bb4_817c3650-4fed-4ef2-b9b6-404a198834e6,"steel production, electric, low-alloyed",CH,"steel, low-alloyed",ch
be10d7f6-c353-5f09-8a57-e5ea64614a31_817c3650-4fed-4ef2-b9b6-404a198834e6,"steel production, electric, low-alloyed",Europe without Switzerland and Austria,"steel, low-alloyed",europe without switzerland and austria
76a85dad-a30f-5a1a-894c-cfce4486a228_71e2f1db-a2c5-44d0-8337-dfff15be974d,"steel production, electric, low-alloyed",RoW,"heat, district or industrial, other than natural gas",row
76a85dad-a30f-5a1a-894c-cfce4486a228_817c3650-4fed-4ef2-b9b6-404a198834e6,"steel production, electric, low-alloyed",RoW,"steel, low-alloyed",row
432db9d8-7ac2-5d0a-89c2-0b163cea55f5_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel production, low-alloyed, hot rolled",RoW,"steel, low-alloyed, hot rolled",row
2c7d0ebd-bd33-52d6-b3c3-05a67776d8c0_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel production, low-alloyed, hot rolled",RER,"steel, low-alloyed, hot rolled",rer
fb24046e-c47a-5850-8958-2864007b42c7_9a63d81f-e922-4b53-85ff-d1074882d61e,"steel turning, average, computer numerical controlled",RoW,"steel removed by turning, average, computer numerical controlled",row
7ec619e6-d431-5ab5-98b7-a7a7ff07b01c_9a63d81f-e922-4b53-85ff-d1074882d61e,"steel turning, average, computer numerical controlled",RER,"steel removed by turning, average, computer numerical controlled",rer
2b0e85f1-128f-5413-bc08-cc975cc33933_2b59fad8-8845-4187-bcf1-a25af7fff32d,"steel turning, average, conventional",RoW,"steel removed by turning, average, conventional",row
36579117-bf17-51e6-ad6f-5bd6311ac931_2b59fad8-8845-4187-bcf1-a25af7fff32d,"steel turning, average, conventional",RER,"steel removed by turning, average, conventional",rer
edea3481-1825-5273-85ef-38149d19fb8a_b4d3bf0b-4192-4c37-b639-c85ace435c13,"steel turning, primarily dressing, computer numerical controlled",RoW,"steel removed by turning, primarily dressing, computer numerical controlled",row
e1a14a74-0315-5631-8211-e28a388ccb2a_b4d3bf0b-4192-4c37-b639-c85ace435c13,"steel turning, primarily dressing, computer numerical controlled",RER,"steel removed by turning, primarily dressing, computer numerical controlled",rer
49bbb784-a92e-5df8-a801-a4c68f04a742_847fc02f-9cc3-4d7b-8297-65897dc9db05,"steel turning, primarily dressing, conventional",RoW,"steel removed by turning, primarily dressing, conventional",row
a2cf6556-037c-583f-b1e0-652c118c7843_847fc02f-9cc3-4d7b-8297-65897dc9db05,"steel turning, primarily dressing, conventional",RER,"steel removed by turning, primarily dressing, conventional",rer
f8445789-a779-5ff5-ae7e-837c27f57cde_60accf98-93cd-478f-afbf-6d9c4df9af9a,"steel turning, primarily roughing, computer numerical controlled",RoW,"steel removed by turning, primarily roughing, computer numerical controlled",row
b63fed58-0929-5c8e-946b-ceb0f435a2d7_60accf98-93cd-478f-afbf-6d9c4df9af9a,"steel turning, primarily roughing, computer numerical controlled",RER,"steel removed by turning, primarily roughing, computer numerical controlled",rer
1d0c1879-c76b-5d03-8d13-08c79a0b4d71_dc4f7e30-5436-4f74-af37-2c7164239032,"steel turning, primarily roughing, conventional",RoW,"steel removed by turning, primarily roughing, conventional",row
dbfa5c7f-a8cf-529e-b9dc-d82f4e3283d5_dc4f7e30-5436-4f74-af37-2c7164239032,"steel turning, primarily roughing, conventional",RER,"steel removed by turning, primarily roughing, conventional",rer
5215d1e5-fc6d-5b68-b4da-7313cc5d55e2_8cb6c7f7-c5c7-4507-91ea-8094de0dcfe8,stibnite mine operation and beneficiation,RoW,stibnite concentrate,row
922eee1d-e1c2-536a-8f76-18cc3af17c47_ebe3552b-2fda-4ac8-b164-f918f951cf98,"stimulation of deep well, for geothermal power",CH,"stimulation, deep well",ch
f8226bfc-d48f-5a6c-aaa8-440f0d9c4f69_ebe3552b-2fda-4ac8-b164-f918f951cf98,"stimulation of deep well, for geothermal power",RoW,"stimulation, deep well",row
4a03dd31-cd51-54b8-b587-9c43d8fcb252_56179069-a600-44f6-8403-9de4a908fd82,"stirling heat and power co-generation unit construction, 3kW electrical, wood pellet, future",CH,"stirling heat and power co-generation unit, 3kW electrical, wood pellet, future",ch
a6e061d7-7b77-53f6-b693-92dc6628cada_56179069-a600-44f6-8403-9de4a908fd82,"stirling heat and power co-generation unit construction, 3kW electrical, wood pellet, future",RoW,"stirling heat and power co-generation unit, 3kW electrical, wood pellet, future",row
a6f5be1f-5a55-5ea4-aaf9-9160557ffb20_2c4f118d-30ea-4698-a0e3-8afb9161f2f6,"stockpiling of anode slime from electrorefining of copper, anode",RoW,"stockpiling of anode slime from electrorefining of copper, anode",row
c26e007f-fc58-5b7b-8bd7-1326d1259098_42b4f874-08e6-466b-84db-7837960e245b,stone groundwood pulp production,RoW,stone groundwood pulp,row
d108e554-93d0-565d-b6fc-cb45337e0745_42b4f874-08e6-466b-84db-7837960e245b,stone groundwood pulp production,RER,stone groundwood pulp,rer
70b50cbc-aaa0-5799-8b86-0dc328efb6ee_1c2b2eb7-cdc9-4375-9fee-feb975ba4f64,stone meal production,CH,stone meal,ch
9037115f-2385-5fa9-b989-8f1ec8e0e858_1c2b2eb7-cdc9-4375-9fee-feb975ba4f64,stone meal production,RoW,stone meal,row
1d7ec74b-7c87-5c63-a7dd-91d26ab97e96_e6db6324-2df1-4563-b99d-6b051aca5201,stone wool factory construction,CH,stone wool factory,ch
ced94597-1209-5b42-a0a7-b5d8bf3e0643_e6db6324-2df1-4563-b99d-6b051aca5201,stone wool factory construction,RoW,stone wool factory,row
43407b28-952e-558b-a3cc-9cd4c873fbc5_9e0e1511-492a-4ea4-a88a-50564b29805b,stone wool production,CH,stone wool,ch
cf3e2855-8201-5cc3-a7b7-e3abc7310823_9e0e1511-492a-4ea4-a88a-50564b29805b,stone wool production,RoW,stone wool,row
83b0fda4-601c-5406-993d-7f5e9d599789_751b5ee2-aa63-456c-8d7d-1af517fb7032,"stone wool production, packed",CH,"stone wool, packed",ch
8812dc87-8367-5b5c-a41d-4b5aeac96abc_751b5ee2-aa63-456c-8d7d-1af517fb7032,"stone wool production, packed",RoW,"stone wool, packed",row
ebe3b8c1-2503-5e5a-b00d-ce59ef033c0d_d5d26aca-7e11-4b01-8d4e-967d3f89457c,"storage building construction, chemicals, solid",CH,"storage building, chemicals, solid",ch
970ba75e-7b6c-538c-ad84-a93736a2d789_d5d26aca-7e11-4b01-8d4e-967d3f89457c,"storage building construction, chemicals, solid",RoW,"storage building, chemicals, solid",row
359b8c46-dba0-5649-9649-c61f78b28674_61ba3c6c-4ccb-478c-9348-b035f7e48913,"storage production, 10'000 l",RoW,"storage, 10'000 l",row
2459fa69-9754-573f-90eb-43c0c44f7c61_61ba3c6c-4ccb-478c-9348-b035f7e48913,"storage production, 10'000 l",RER,"storage, 10'000 l",rer
ce70bca3-aa8e-57e3-9849-ad85c90aa2c4_ed94e344-3d3e-42c9-af38-9108af8c27e0,"storage production, 650 l mini CHP plant",CH,"storage, 650 l mini CHP plant",ch
7fd0c3f8-9210-54e5-9dbd-e0be7ef08c7e_ed94e344-3d3e-42c9-af38-9108af8c27e0,"storage production, 650 l mini CHP plant",RoW,"storage, 650 l mini CHP plant",row
d401f4ae-b46b-5680-9582-6353b1cd2e8c_b5af62bc-efea-42c5-8dce-3b83b66a14dc,"straw production, stand-alone production",CH,"straw, stand-alone production",ch
61afabb5-c233-594a-a08b-696005f9b3da_b5af62bc-efea-42c5-8dce-3b83b66a14dc,"straw production, stand-alone production",RoW,"straw, stand-alone production",row
c0acd023-3ad9-5c7c-acb4-ade3bcb1b162_48df8170-d31a-4d9f-856c-91a1529a0a69,"strawberry production, in heated greenhouse",CH,strawberry,ch
83cbec1f-20f1-5761-9169-1fd5fe308b4e_48df8170-d31a-4d9f-856c-91a1529a0a69,"strawberry production, in heated greenhouse",RoW,strawberry,row
26914c6f-31bc-58d3-8b6c-087202433d6c_48df8170-d31a-4d9f-856c-91a1529a0a69,"strawberry production, in unheated greenhouse",CH,strawberry,ch
0346584d-a9c2-5ce8-b3c3-9171186a9adf_48df8170-d31a-4d9f-856c-91a1529a0a69,"strawberry production, in unheated greenhouse",RoW,strawberry,row
b59f9599-b3d4-5dab-93e8-463e48b6253a_48df8170-d31a-4d9f-856c-91a1529a0a69,"strawberry production, open field, macro tunnel",ES,strawberry,es
f691eab8-7605-54de-aa5c-f71cf710822a_48df8170-d31a-4d9f-856c-91a1529a0a69,"strawberry production, open field, macro tunnel",RoW,strawberry,row
b58c6bc6-5bec-5145-8b77-7b5386caaef4_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09,"strawberry seedling production, in heated greenhouse, for planting",RoW,"strawberry seedling, for planting",row
dcc06a5b-f237-5896-bce7-4ae5c356f9f6_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09,"strawberry seedling production, in heated greenhouse, for planting",NL,"strawberry seedling, for planting",nl
aad2c696-fff5-5031-b9f1-b61e5c1342e5_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09,"strawberry seedling production, in unheated greenhouse, for planting",ES,"strawberry seedling, for planting",es
02231429-07fb-5bd7-8a5b-0fd23f88195d_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09,"strawberry seedling production, in unheated greenhouse, for planting",RoW,"strawberry seedling, for planting",row
30f8f0d6-8a4a-5673-8ee8-2a2bd0df8336_1e16715e-6aa4-4649-92bd-304400d6c246,stretch blow moulding,RoW,stretch blow moulding,row
abc2d0ee-4ed2-5ab1-8af5-e239b0fb2f96_1e16715e-6aa4-4649-92bd-304400d6c246,stretch blow moulding,RER,stretch blow moulding,rer
cfa9761e-db10-50c5-9d6c-7dd6001fba78_59465644-756c-4ab8-b892-63eb6e0f3ce8,strontium carbonate production,GLO,sodium sulfide,glo
