Activity UUID_Product UUID,Activity Name,Geography,Reference Product Name,lca_geo
49e8c86d-ef24-5790-b355-9c6ea81851c8_aed42e37-62bc-4f3f-a527-b92f5187c0e8,"market for pulpwood, hardwood, measured as solid wood under bark",RoW,"pulpwood, hardwood, measured as solid wood under bark",row
3abc612e-911e-5b7b-8fa8-9a2d03a5e0bb_6eb408db-980a-4b9e-82a8-b6dca183ec35,"market for pulpwood, softwood, measured as solid wood under bark",CH,"pulpwood, softwood, measured as solid wood under bark",ch
430a6d49-37f5-5247-a4f3-59e51c7a9d91_6eb408db-980a-4b9e-82a8-b6dca183ec35,"market for pulpwood, softwood, measured as solid wood under bark",Europe without Switzerland,"pulpwood, softwood, measured as solid wood under bark",europe without switzerland
1460ab45-4a59-53a5-a902-2d9a42bf4f1f_6eb408db-980a-4b9e-82a8-b6dca183ec35,"market for pulpwood, softwood, measured as solid wood under bark",RoW,"pulpwood, softwood, measured as solid wood under bark",row
805e270e-ff33-578b-80ac-269db47c7d23_206eb3c4-8d19-4ed6-bd25-44d11b7fa624,market for pulverised lignite,GLO,pulverised lignite,glo
7d94f587-df0a-5961-bdb2-43ddaa89bb8f_c20abae4-7760-45ef-922d-1591dd98e12c,market for pumice,GLO,pumice,glo
f59535fc-207e-5682-810d-f280a7f89bcb_c76478d2-32a3-45ed-a4e1-12ef9d60883f,market for pump station,GLO,pump station,glo
9f992945-5e0c-596b-9d37-318211087a3a_c5a44929-73b7-4ee2-a5da-7806cc094d77,"market for pump, 40W",GLO,"pump, 40W",glo
9a13750f-98ea-50c9-8943-4437423d2d39_d479404a-f180-41cc-a587-4425b64e4a00,market for purified terephthalic acid,GLO,purified terephthalic acid,glo
190108be-79df-50e7-a96f-53e4adcce5a3_d4cd817b-9864-4671-a95a-fcb3e2721bf1,"market for purse seiner maintenance, steel",GLO,"purse seiner maintenance, steel",glo
e0793d0e-e141-5c1d-8a20-abeb7765aead_894067ef-403f-4e39-9852-e399a84afa21,"market for purse seiner maintenance, wood",GLO,"purse seiner maintenance, wood",glo
4cb6db89-6ecc-5f9a-91ac-807457310432_d22df548-aa91-4659-9fbd-2a66c3c34a05,"market for purse seiner, steel",GLO,"purse seiner, steel",glo
76f58b6a-1ac0-563c-8f60-f359e8638cc5_46058084-c56a-4d89-9169-c44ccbbbdcfd,"market for purse seiner, wood",GLO,"purse seiner, wood",glo
516f33a8-51e3-53c3-ba9f-7207fb02a2a8_6119f30b-32d1-43dc-bc2e-9f0b3320af15,market for pyrazole,GLO,pyrazole,glo
7a048655-047c-5553-badc-544ad785ece8_2552d148-587a-4fcf-be94-991383a8160e,market for pyrethroid-compound,GLO,pyrethroid-compound,glo
f14b2002-cccb-5abe-9a97-1bc4c1a33ea2_fd71fda7-6bc6-4020-bfd7-205ef2b560aa,market for pyridazine-compound,GLO,pyridazine-compound,glo
045bd1f2-d53a-5f67-9235-50f3987aada1_c35d04b9-fc6e-4033-9144-af61a3c68526,market for pyridine,GLO,pyridine,glo
3c32ad49-1f44-53e3-80f5-00c0a06196b3_f4141823-5779-4464-aa75-6ba5e014fa62,market for pyridine-compound,GLO,pyridine-compound,glo
d342e3dd-23b4-582c-ae0b-aeba55ff2521_edf7f547-4078-41a0-984d-e0c55c185f3b,market for pyrite ash,GLO,pyrite ash,glo
061811a3-93db-5411-9a1f-7f6e333e359e_539dc0e7-1de1-401c-8a32-b92b00e63abd,market for pyrochlore concentrate,GLO,pyrochlore concentrate,glo
26f8acb1-c417-5f24-af23-73f4f013a7b8_269c1b54-09c6-4bfb-9d38-c6ac39eac180,market for pyrolysis fuel gas,GLO,pyrolysis fuel gas,glo
75645579-32cb-5adf-9493-1a716c49e2ec_abc2de9f-54b8-467d-936b-428447eb3db6,market for pyrolysis fuel oil,GLO,pyrolysis fuel oil,glo
1a2a6d68-57f1-5ccb-8d9c-f1812ebe8447_8cf5755f-4c2c-4367-b1db-a4923a62fadc,"market for pyrolysis gas, containing benzene, toluene and xylene",GLO,"pyrolysis gas, containing benzene, toluene and xylene",glo
67bb0605-2966-5cb5-9d6a-4c2fd1e1d7fc_e79575a7-0b20-46d5-94b2-99d1916105db,"market for quicklime, in pieces, loose",CH,"quicklime, in pieces, loose",ch
7ab6cb69-dbfc-50da-a14f-d54e1d025d43_e79575a7-0b20-46d5-94b2-99d1916105db,"market for quicklime, in pieces, loose",RoW,"quicklime, in pieces, loose",row
848c4969-f284-589d-baa3-59f64221c82d_d76a43a4-17da-4713-b4d7-569804af59ab,"market for quicklime, milled, loose",CH,"quicklime, milled, loose",ch
d814ad4c-0a9e-5551-8920-18e8f315f47e_d76a43a4-17da-4713-b4d7-569804af59ab,"market for quicklime, milled, loose",RoW,"quicklime, milled, loose",row
0f0c6d64-e362-55bb-8a15-24a165636ecd_2a478bad-9f24-4208-a86c-3683f9b69610,"market for quicklime, milled, packed",RoW,"quicklime, milled, packed",row
5327af36-9208-5151-acee-93c619d9cd1d_2a478bad-9f24-4208-a86c-3683f9b69610,"market for quicklime, milled, packed",RER,"quicklime, milled, packed",rer
d33d765c-d491-598d-91af-af6e27ae43fd_c13cf756-e56c-4542-8cf9-06ddb0669efa,market for radish,GLO,radish,glo
83fdbbc5-4fef-523d-a03c-c291e974cc25_39c3a4eb-af30-4d11-8484-aad16e31a2bc,market for raffinate,GLO,raffinate,glo
d023ddd0-fed1-5bcd-b34c-51653e7930c7_cb388ab7-cbc9-412f-ab11-811c808a8004,market for railway track,GLO,railway track,glo
656359a7-ee05-5773-b58e-1581ef5b2b11_e793625e-34eb-42c6-a9c7-dd9056ea86f3,"market for railway track, for high-speed train",GLO,"railway track, for high-speed train",glo
7c83de79-9ae0-5127-9285-c0b7228015de_d50f0afb-0fac-404e-80c3-2e9c0daee651,market for rainwater mineral oil storage,CH,rainwater mineral oil storage,ch
7cb5b8bd-1dbc-5465-bc76-c85a0208c75d_d50f0afb-0fac-404e-80c3-2e9c0daee651,market for rainwater mineral oil storage,Europe without Switzerland,rainwater mineral oil storage,europe without switzerland
121796c4-379b-56a6-a740-80d713b6b7f6_d50f0afb-0fac-404e-80c3-2e9c0daee651,market for rainwater mineral oil storage,RoW,rainwater mineral oil storage,row
be178dfe-413b-506a-a40c-8fece3bbe9f7_3719fbf0-0ae5-4e1d-9668-e5f2cecf9a43,market for rape meal,GLO,rape meal,glo
c4733243-1dd5-589a-9978-fd4097ed5923_1ef8a081-f479-4c8e-bba3-aba6d37de904,"market for rape oil, crude",CH,"rape oil, crude",ch
0dda4d87-5331-587a-b2a7-ba573296e08d_1ef8a081-f479-4c8e-bba3-aba6d37de904,"market for rape oil, crude",RoW,"rape oil, crude",row
7d089e59-b114-59c7-8661-5cca7d19eed1_cb09bcae-b469-4f41-84a6-cdd1e958e027,market for rape seed,RoW,rape seed,row
7cba5cc4-c940-5bb1-8a09-8606dabe1fa0_44519c79-bf77-4775-a69e-182d26b1f7d5,"market for rape seed, Swiss integrated production",GLO,"rape seed, Swiss integrated production",glo
75e4e89e-b2c0-5b04-b87c-68d43d9d2c3b_7f28aedf-805b-4d2d-92e5-eb011b4f099e,"market for rape seed, for sowing",CH,"rape seed, for sowing",ch
070e5074-b8e8-525b-bf59-17a4fd84368e_7f28aedf-805b-4d2d-92e5-eb011b4f099e,"market for rape seed, for sowing",RoW,"rape seed, for sowing",row
e10b1ada-11f7-5856-bbba-518c32110758_80df7587-0686-45b1-af7c-38ee267c2525,"market for rape seed, organic",GLO,"rape seed, organic",glo
ae5be779-abf2-573a-8739-88c2109af636_bf56bcc1-aecc-4c4f-aec3-9a35e967ae8a,"market for rape seed, organic, for sowing",GLO,"rape seed, organic, for sowing",glo
389f9a31-fb19-533e-a6c0-701fdf6a030c_d2069bd3-fb92-5bf2-af34-5c4b38003c9d,market for rare earth carbonate concentrate,GLO,rare earth carbonate concentrate,glo
b7f68723-9c79-54a0-bf30-610fc6f7b6a3_beb1b4ef-e2ad-40e3-934f-10a2c0006eed,"market for rare earth oxide concentrate, 50% REO",GLO,"rare earth oxide concentrate, 50% REO",glo
db581379-9552-508d-8494-7d60a7080f75_d85221ba-1d0f-4545-bf95-a2cbf51402dd,"market for rare earth oxide concentrate, 70% REO",GLO,"rare earth oxide concentrate, 70% REO",glo
e01b6236-bbe6-58a2-a696-249c65ee445f_d6d75409-e561-4ee7-9bcb-709c55bd12fb,"market for rare earth tailings, from bastnaesite and monazite ore",GLO,"rare earth tailings, from bastnaesite and monazite ore",glo
c6672b13-dbb4-5e34-9afb-b497345f020d_eec52dcb-5b55-414a-81e3-b1331ff3462c,market for raw sewage sludge,CH,raw sewage sludge,ch
60eb9fda-dd6c-5378-9edb-d49f72087adc_eec52dcb-5b55-414a-81e3-b1331ff3462c,market for raw sewage sludge,RoW,raw sewage sludge,row
5b0ec2c9-fc11-5d9c-9f86-88e72c12492c_0b6f10dc-7e07-4eba-96bc-9fe0c7e634a4,"market for receiver system, solar tower power plant, 20 MW",GLO,"receiver system, solar tower power plant, 20 MW",glo
a2f567a9-4b94-5184-b87d-5c17388c7f8b_44ea8a61-e589-4693-9d8c-03c5d7aa08f7,"market for recultivation, bauxite mine",GLO,"recultivation, bauxite mine",glo
7450a3c7-da86-5ac7-81d0-fe27ecc53a11_a07b5d4c-ab45-4bb6-927a-ab3dee053ec1,"market for recultivation, bentonite mine",GLO,"recultivation, bentonite mine",glo
95443c08-bb98-5c58-a352-b67265e615ab_a043c4ad-20b9-41ed-8438-d099b495fa32,"market for recultivation, dolomite mine",GLO,"recultivation, dolomite mine",glo
401f8c2c-d10c-5bf4-9f9c-7e532394b833_70994166-77bb-4fcc-9bbd-725478ee4761,"market for recultivation, ilmenite mine",GLO,"recultivation, ilmenite mine",glo
3883847a-ea04-5256-a22c-4dec3cbaaac5_eb134880-3c15-4a18-af4c-e1e521b4101f,"market for recultivation, iron mine",GLO,"recultivation, iron mine",glo
2a16cba0-704a-52bc-bcc1-32d70565f2c3_64258a0a-b069-431d-839f-3e47c1a4d9c4,"market for recultivation, limestone mine",GLO,"recultivation, limestone mine",glo
942d7b58-8a95-5c6f-8411-4706eb9fec31_27165bf9-3339-4a23-bf05-74ba099c6a3c,"market for recultivation, potash salt mine",GLO,"recultivation, potash salt mine",glo
362700fc-d8a4-59ba-b4fe-703914e14f9b_b92d0439-97e3-4a11-a228-754146fb3781,"market for recultivation, shale quarry",GLO,"recultivation, shale quarry",glo
102adccf-9dd3-5e3c-9f50-563774e58746_3038e290-ab4f-5049-94ff-a87bdbde106b,market for red kidney bean,GLO,red kidney bean,glo
387763ee-bf37-5233-a90b-1fa96ee102bd_43186bfa-4f3c-53bf-bf53-af77ac495d9f,"market for red kidney bean seed, for sowing",GLO,"red kidney bean seed, for sowing",glo
123de8f9-edd5-52ba-a045-47ecc5173709_2c9ff48f-b3da-440d-8502-15b14bfbb150,"market for red meat, live weight",GLO,"red meat, live weight",glo
2107e4e3-4fb6-583b-b22f-2079600f523d_a1e2dbab-48a6-4521-98a5-d386b2cd9814,market for redmud from bauxite digestion,RoW,redmud from bauxite digestion,row
5ded1c93-9bc5-54e5-96d6-84a3650d09a3_a1e2dbab-48a6-4521-98a5-d386b2cd9814,market for redmud from bauxite digestion,RER,redmud from bauxite digestion,rer
ab79f805-4aa5-5011-b6e0-3d69446548af_b19c8d4b-4bfe-4b53-90a9-adf93ac82f3f,"market for reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant",GLO,"reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant",glo
cc3ced13-03b5-5743-b121-b869d63df792_3ba2c4e1-5133-4a09-aa56-755cb2072dae,"market for reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant",GLO,"reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant",glo
c17a3fbe-b319-55a2-b740-d09a8ae3136f_96cc310d-77ba-4e30-841d-aeb885fe27fb,market for reeled raw silk hank,GLO,reeled raw silk hank,glo
bb77289f-f7b5-5d45-8024-29bf05733efb_6d423844-bec8-46c9-b905-dc609e79aa61,market for refinery gas,GLO,refinery gas,glo
b6fb8acb-a7dc-5a79-bd95-9ad7f586e973_6de9a46d-c36d-4485-a79c-93ba2b57563b,market for refinery sludge,CH,refinery sludge,ch
237c0c82-5f01-5bdb-b998-534b29217828_6de9a46d-c36d-4485-a79c-93ba2b57563b,market for refinery sludge,Europe without Switzerland,refinery sludge,europe without switzerland
e9912ec3-6669-5453-aa11-55dbe589f0d5_6de9a46d-c36d-4485-a79c-93ba2b57563b,market for refinery sludge,RoW,refinery sludge,row
726101b0-39bc-56a3-8cc9-4405cd3364ee_3d487da6-6c72-5e31-bdf6-e4ec12cafac3,market for reformate,GLO,reformate,glo
a0f7acd2-03d1-53f5-9a15-291a9a7fb90e_ddf1bc4e-ac9c-4a37-824c-b5dee2dc2d98,"market for refractory material, acid",GLO,"refractory material, acid",glo
1896a320-33bf-5669-b159-be2d1fba4826_cca439a0-2e00-45f0-a360-2aad6ce606a9,market for refractory spent pot liner from Al electrolysis,RoW,refractory spent pot liner from Al electrolysis,row
743857d8-5091-5ba8-bbf6-3793b8ed299a_cca439a0-2e00-45f0-a360-2aad6ce606a9,market for refractory spent pot liner from Al electrolysis,RER,refractory spent pot liner from Al electrolysis,rer
d94f89fa-cd6d-5e6a-96c8-d9dac055a1b1_17c72eaf-0185-42dc-87d4-4882e550ba09,"market for refractory, basic, packed",GLO,"refractory, basic, packed",glo
7ace9282-6fc9-5320-91b1-13f221fede36_d3e019ee-edbe-4774-a4a6-9701cf293d05,"market for refractory, fireclay, packed",GLO,"refractory, fireclay, packed",glo
c42993d7-cdd2-5325-8114-7c2d9770ea99_b230aa6e-cc36-4b60-bed5-1775d3fdc677,"market for refractory, high aluminium oxide, packed",GLO,"refractory, high aluminium oxide, packed",glo
c0c0fefe-b9af-5641-a515-cdcd8a07a2a8_8a309022-83ff-455f-a0bd-17edef16b064,market for refrigerant R134a,GLO,refrigerant R134a,glo
56486601-ac3b-5191-aa30-d5a4ce37811c_2677ef49-b019-4da3-bc8e-ffa396bad75f,"market for refrigeration machine, R134a as refrigerant",GLO,"refrigeration machine, R134a as refrigerant",glo
d64fd831-c747-564d-86cd-6bddd2280eb3_2ab55669-4fa5-41ad-b0cb-d8b519b5d0c5,"market for refrigeration machine, carbon dioxide, liquid as refrigerant",GLO,"refrigeration machine, carbon dioxide, liquid as refrigerant",glo
2ffd40fc-766a-5be3-83aa-8de5fdadc316_8fe05e0c-037b-4a27-9f9c-1e3fe9326b36,market for refrigerator,GLO,refrigerator,glo
42de1cab-a735-530b-b4da-bc7eb1dbcc05_9ba48284-0f03-4fec-800d-de77833b12f6,market for reinforcing steel,GLO,reinforcing steel,glo
12df78dd-195f-5024-b5dc-79568c815cef_aead8a1b-872e-4d15-a3d6-1deb68c89b49,"market for residential sewer grid, 0.087 km",GLO,"residential sewer grid, 0.087 km",glo
7370e0c2-0e5f-566d-8b63-be3cfe72d4d6_bded6c5a-4dca-497e-bdd9-fcd343012087,"market for residual hardwood, wet",RoW,"residual hardwood, wet",row
c3c8165b-07bd-57ae-9452-6525d82b0c44_bded6c5a-4dca-497e-bdd9-fcd343012087,"market for residual hardwood, wet",RER,"residual hardwood, wet",rer
12059c93-41e3-5662-9937-dadc0605c3fa_938304fb-ce47-4b19-880a-345c6d8cef8d,"market for residual hydrocarbon mix, from steam cracking operations",GLO,"residual hydrocarbon mix, from steam cracking operations",glo
25c1fa91-a71f-5701-9fb6-64ebc938717b_3cc30fa4-8564-443b-9849-8c7b98c60ec8,market for residual material landfill,GLO,residual material landfill,glo
c181622e-2f78-53f7-879b-c9e2045870b5_6205fbc0-d3ad-46e2-9426-09c6293c417c,"market for residual softwood, wet",RoW,"residual softwood, wet",row
d3b20b1e-56da-528c-b1c9-e59ae76ee448_6205fbc0-d3ad-46e2-9426-09c6293c417c,"market for residual softwood, wet",RER,"residual softwood, wet",rer
984b8e4f-75a5-5de5-9899-b645d4dad7ac_019600be-f3ce-4399-9e31-19cdc087ed5f,"market for residual wood, dry",RoW,"residual wood, dry",row
e0da4c2e-92f7-55d4-b6c4-342b34d34d78_019600be-f3ce-4399-9e31-19cdc087ed5f,"market for residual wood, dry",RER,"residual wood, dry",rer
3d00e1e4-1bc8-56a9-8d45-7c5a6011f52a_99277a16-ae9f-4722-99aa-b50b2e595353,market for residue from Na-dichromate production,RoW,residue from Na-dichromate production,row
bda7d38d-200b-59c6-a7cc-c1f9ffec9c19_99277a16-ae9f-4722-99aa-b50b2e595353,market for residue from Na-dichromate production,RER,residue from Na-dichromate production,rer
21d4a6e1-1ff0-5799-b748-5224c36f1316_cdbd9da0-1040-4894-b349-e346828a8b35,"market for residue from TiO2 production, chloride process",RoW,"residue from TiO2 production, chloride process",row
972058dd-39c3-5561-8a45-02d83d5c3c50_cdbd9da0-1040-4894-b349-e346828a8b35,"market for residue from TiO2 production, chloride process",RER,"residue from TiO2 production, chloride process",rer
3c5dae67-6d4c-5ce3-81af-35a591f74d9a_9f90e015-9e11-4ddb-beda-f04a94acb2bf,"market for residue from TiO2 production, sulfate process",RoW,"residue from TiO2 production, sulfate process",row
8738a840-8d2d-518f-b7b6-79c87d08dbe2_9f90e015-9e11-4ddb-beda-f04a94acb2bf,"market for residue from TiO2 production, sulfate process",RER,"residue from TiO2 production, sulfate process",rer
302e0c70-d47c-5c62-9f7f-07bf8da6a695_cbe9c9dc-9b5e-40c0-a513-2db2d42e1b1f,market for residue from cooling tower,CH,residue from cooling tower,ch
c0367012-6ab3-53e0-8318-42a37fc10d0d_cbe9c9dc-9b5e-40c0-a513-2db2d42e1b1f,market for residue from cooling tower,RoW,residue from cooling tower,row
eb2b0d40-3390-56d0-8c41-b24596ef5741_c6a438b2-2b0f-43db-aadf-9310938597db,"market for residue from mechanical treatment, IT accessory",CH,"residue from mechanical treatment, IT accessory",ch
bd198ea0-76f1-582b-bbcb-853533f7c7d2_c6a438b2-2b0f-43db-aadf-9310938597db,"market for residue from mechanical treatment, IT accessory",RoW,"residue from mechanical treatment, IT accessory",row
0a46b2d7-e9bb-5c25-b6a5-1dc32c24f556_5c3a4e48-3c94-4a4c-b015-5eba53ccb96e,"market for residue from mechanical treatment, cathode ray tube display",CH,"residue from mechanical treatment, cathode ray tube display",ch
1a7b8b45-6786-5e90-8a05-56a4467bbd4b_5c3a4e48-3c94-4a4c-b015-5eba53ccb96e,"market for residue from mechanical treatment, cathode ray tube display",RoW,"residue from mechanical treatment, cathode ray tube display",row
c7b20a6e-5b37-50cf-ae5e-e9f1712141d9_ac3ce6da-8f69-40be-885a-5ea13915e89b,"market for residue from mechanical treatment, desktop computer",CH,"residue from mechanical treatment, desktop computer",ch
e0b1862b-4f4f-5679-830b-6cc98e34ed37_ac3ce6da-8f69-40be-885a-5ea13915e89b,"market for residue from mechanical treatment, desktop computer",RoW,"residue from mechanical treatment, desktop computer",row
385dde2f-ec74-53c1-a503-6e8e9c275f8b_76690609-bfa8-4e1e-bd15-60d6e4ab9580,"market for residue from mechanical treatment, industrial device",CH,"residue from mechanical treatment, industrial device",ch
b9654dde-34a1-5e7a-8358-51dc837b74c2_76690609-bfa8-4e1e-bd15-60d6e4ab9580,"market for residue from mechanical treatment, industrial device",RoW,"residue from mechanical treatment, industrial device",row
41a2fc40-7b41-5966-bbfb-469e20907bdb_936ac696-714c-4e6b-9237-ec61432a4d68,"market for residue from mechanical treatment, laptop computer",CH,"residue from mechanical treatment, laptop computer",ch
706dd8a7-b906-59bf-af26-4b3f19b6310f_936ac696-714c-4e6b-9237-ec61432a4d68,"market for residue from mechanical treatment, laptop computer",RoW,"residue from mechanical treatment, laptop computer",row
573d4bc5-6c7d-5aa4-b1e0-dbb8aca374e3_fa5ae82b-e530-44cb-8fc7-5d24f0d85355,"market for residue from mechanical treatment, laser printer",CH,"residue from mechanical treatment, laser printer",ch
14f1bb0e-2862-574f-99ca-4cdfe1dac7a4_fa5ae82b-e530-44cb-8fc7-5d24f0d85355,"market for residue from mechanical treatment, laser printer",RoW,"residue from mechanical treatment, laser printer",row
a4e50f96-0775-56ff-a48a-f43bcc718eb3_d9e5c20c-618c-4a6a-9d37-cd20a9b5b435,"market for residue from mechanical treatment, liquid crystal display",CH,"residue from mechanical treatment, liquid crystal display",ch
2663aee0-f4b1-5e5f-997d-703d5de6bb98_d9e5c20c-618c-4a6a-9d37-cd20a9b5b435,"market for residue from mechanical treatment, liquid crystal display",RoW,"residue from mechanical treatment, liquid crystal display",row
7faffec5-0612-5bc9-ab4a-4df4085315c7_93ecf39b-b753-44a6-b58a-c44d87ca7186,"market for residue from rutile production, synthetic, 56% water",GLO,"residue from rutile production, synthetic, 56% water",glo
1a2621f8-fb20-5d0d-95f7-8fc6a1e5009d_6095f789-4cd5-4bf5-94fa-5497ed4ac83f,market for residue from shredder fraction from manual dismantling,CH,residue from shredder fraction from manual dismantling,ch
6212c72a-9806-5c90-9a5d-fccb16247420_6095f789-4cd5-4bf5-94fa-5497ed4ac83f,market for residue from shredder fraction from manual dismantling,RoW,residue from shredder fraction from manual dismantling,row
804b8bf1-881d-5323-aee2-7c198034ba1c_80c7b5fc-2862-503e-96ce-567062d7a847,"market for residues, MSWI, LDPE in waste fresh milk carton (chilled), post-industrial",RER,"residues, MSWI, LDPE in waste fresh milk carton (chilled), post-industrial",rer
eb27170e-7c5a-5022-88dd-64887751e686_8d54462f-6acf-5eb9-aeb2-f44bb11ac19d,"market for residues, MSWI, LDPE/Alu in waste UHT milk carton (ambient), post-industrial",RER,"residues, MSWI, LDPE/Alu in waste UHT milk carton (ambient), post-industrial",rer
239b8ce9-1bfa-587f-9ba1-f0b4a199f163_7b1a023d-a5d6-5fde-8208-6e16588c770d,"market for residues, MSWI, LDPE/Alu in waste juice carton (ambient), post-industrial",RER,"residues, MSWI, LDPE/Alu in waste juice carton (ambient), post-industrial",rer
22dffc7d-d49f-5ef2-b1b9-68917a3662f8_a17d19e2-2393-42ab-9545-356ec7482dcb,"market for residues, MSWI, aluminium in car shredder residue",GLO,"residues, MSWI, aluminium in car shredder residue",glo
70450f23-07a8-5fed-89c3-edca718c80e8_ef31a002-fc59-544e-9ead-1d5b26525ae2,"market for residues, MSWI, biowaste",GLO,"residues, MSWI, biowaste",glo
2572b67c-a475-569a-8fd2-1f070218ced6_2effa4d1-046b-40bf-a71f-49f7d2ef2701,"market for residues, MSWI, copper in car shredder residue",GLO,"residues, MSWI, copper in car shredder residue",glo
42606e05-4ff1-5ef1-9090-85a40c50d836_efcac41f-bcc1-4fcc-b339-ef6ef80a9001,"market for residues, MSWI, digester sludge",GLO,"residues, MSWI, digester sludge",glo
bdfb90b7-d29b-537c-adae-09d742f5cf27_b9df1f38-2e2c-46df-a789-dc0b64fe2281,"market for residues, MSWI, lead in car shredder residue",GLO,"residues, MSWI, lead in car shredder residue",glo
d01c06a0-804a-5bf1-a95d-25ed837e5b0d_56b2da79-3436-5a19-b105-15f895eb7e61,"market for residues, MSWI, municipal solid waste",AT,"residues, MSWI, municipal solid waste",at
7022ec07-75aa-5283-9ba8-be79dceaecc4_56b2da79-3436-5a19-b105-15f895eb7e61,"market for residues, MSWI, municipal solid waste",DE,"residues, MSWI, municipal solid waste",de
f029dda7-8290-5b82-bd84-98334b21fd49_56b2da79-3436-5a19-b105-15f895eb7e61,"market for residues, MSWI, municipal solid waste",ES,"residues, MSWI, municipal solid waste",es
19b9e738-4e34-53e2-8a8b-1c5da6217145_56b2da79-3436-5a19-b105-15f895eb7e61,"market for residues, MSWI, municipal solid waste",FR,"residues, MSWI, municipal solid waste",fr
4e5bc091-f3e7-58bf-9c59-8319dbf61cc2_56b2da79-3436-5a19-b105-15f895eb7e61,"market for residues, MSWI, municipal solid waste",NL,"residues, MSWI, municipal solid waste",nl
ee8505eb-28b3-5f20-998e-baa4da218b99_56b2da79-3436-5a19-b105-15f895eb7e61,"market for residues, MSWI, municipal solid waste",RoW,"residues, MSWI, municipal solid waste",row
6887b725-afdf-5cf7-8858-3e0b0cae5567_ead23303-e295-43d7-b7c1-d769d926a2e3,"market for residues, MSWI, raw sewage sludge",GLO,"residues, MSWI, raw sewage sludge",glo
177376b2-2b57-5d1e-8b69-d9e201ca9fd1_e2edef5d-61e5-4fe9-9f1a-0de606b7cc5d,"market for residues, MSWI, residue from mechanical treatment, CRT display",GLO,"residues, MSWI, residue from mechanical treatment, CRT display",glo
35bcf85b-8596-58d8-bda1-b717bf557762_2a7fb620-b799-4059-b8a3-3d5c1c7075ea,"market for residues, MSWI, residue from mechanical treatment, IT accessory",GLO,"residues, MSWI, residue from mechanical treatment, IT accessory",glo
5b6eb21a-4a5f-5527-87df-7663a3e4d686_0cf740ec-0077-4692-8ebb-d6f8d9ae2160,"market for residues, MSWI, residue from mechanical treatment, LCD",GLO,"residues, MSWI, residue from mechanical treatment, LCD",glo
d6add6b4-a55b-5ac8-8723-d1a4fcef0680_97a6fdc0-139c-4d2c-85ac-bf2ce899cf7b,"market for residues, MSWI, residue from mechanical treatment, desktop computer",GLO,"residues, MSWI, residue from mechanical treatment, desktop computer",glo
1f403878-e178-57df-b800-30406d4230c1_7a2b3f3d-2e4c-4161-b5e5-f36910494468,"market for residues, MSWI, residue from mechanical treatment, industrial device",GLO,"residues, MSWI, residue from mechanical treatment, industrial device",glo
6212c8d9-ff53-5dd1-adcf-b25beb581b08_6e620cae-2ec7-4f38-acb9-42036ad015e2,"market for residues, MSWI, residue from mechanical treatment, laptop computer",GLO,"residues, MSWI, residue from mechanical treatment, laptop computer",glo
1c002319-0498-5a37-900b-2b99e0fa2c1f_4566b850-536f-45db-b719-20ce4d604ae9,"market for residues, MSWI, residue from mechanical treatment, laser printer",GLO,"residues, MSWI, residue from mechanical treatment, laser printer",glo
1502dfd7-c19e-5af9-b2b4-ccf8ae12a282_580f10a8-e542-43b7-bbf2-edc4b4f67cfa,"market for residues, MSWI, residue from shredder fraction from manual dismantling",GLO,"residues, MSWI, residue from shredder fraction from manual dismantling",glo
193d36f4-70f1-5479-8e62-325ea7c6a8f1_3b46bca8-ff55-46df-a5bc-48e2f5aca8ab,"market for residues, MSWI, scrap tin sheet",GLO,"residues, MSWI, scrap tin sheet",glo
1a3be9eb-2b68-5afc-a721-cb730cc55096_e9399c8d-e43a-4916-99cd-af16206d0df9,"market for residues, MSWI, spent anion exchange resin from potable water production",GLO,"residues, MSWI, spent anion exchange resin from potable water production",glo
2d60648f-4a2d-59fb-8f09-9ac919b85bba_4b903334-55ad-446a-8597-9fc95730c6c7,"market for residues, MSWI, spent cation exchange resin from potable water production",GLO,"residues, MSWI, spent cation exchange resin from potable water production",glo
421d0376-c74c-5286-934a-c44ed3acc2cd_75571b42-ebd2-41e4-878a-bee20da0e244,"market for residues, MSWI, steel in car shredder residue",GLO,"residues, MSWI, steel in car shredder residue",glo
d22f828f-f765-58b4-bbd9-4875620b9a52_a165896f-89fc-495f-9392-f861165f3697,"market for residues, MSWI, used LCD module",GLO,"residues, MSWI, used LCD module",glo
15ed723b-2754-5621-8768-24068de17fcd_7c038ec7-7a8d-4db9-b6bf-368f7586d44d,"market for residues, MSWI, waste bitumen sheet",GLO,"residues, MSWI, waste bitumen sheet",glo
0de1d7af-7dfa-588e-a35c-261c54a53c17_54d8f556-0eb9-415b-80ab-d40343b8213e,"market for residues, MSWI, waste building wood, chrome preserved",GLO,"residues, MSWI, waste building wood, chrome preserved",glo
365bd0e9-8f94-577a-8902-90d691896cd8_1f334d27-bf0b-4aba-a5e9-8151bd7ef931,"market for residues, MSWI, waste cement-fibre slab, dismantled",GLO,"residues, MSWI, waste cement-fibre slab, dismantled",glo
